InstitutionID,University,City,State,Religion,Market_Saturation_Percentile,Academic_Efficiency_Percentile,aCFI_Percentile,Survivability,FullAddress,lat,lon,Quantile_Label,Quantile_Group,Rank,Universities_in_State
177117,Cottey College,Nevada,MO,Not applicable,0.2647,0.38060000000000005,0.6498999999999999,0.44205,"Cottey College, Nevada, MO",37.8365603,-94.37114356505387,Stable,3,468,29
177746,Kansas City Art Institute,Kansas City,MO,Not applicable,0.3564,0.39399999999999996,0.5015999999999999,0.42204,"Kansas City Art Institute, Kansas City, MO",39.04669785,-94.58317495871825,Vulnerable,2,580,29
178721,Park University,Parkville,MO,Not applicable,0.2943,0.6319,0.5092,0.44778,"Park University, Parkville, MO",39.18900875,-94.67252894147339,Stable,3,439,29
178891,Ranken Technical College,Saint Louis,MO,Not applicable,0.5553,0.4633,0.5199,0.5227499999999999,"Ranken Technical College, Saint Louis, MO",38.6534824,-90.24921783355836,Healthy,5,215,29
179265,University of Health Sciences and Pharmacy in St. Louis,Saint Louis,MO,Not applicable,0.2803,0.4192,0.5096,0.39984000000000003,"University of Health Sciences and Pharmacy in St. Louis, Saint Louis, MO",38.63708455,-90.2609963703083,At-Risk,1,689,29
179548,Stephens College,Columbia,MO,Not applicable,0.263,0.39280000000000004,0.5112,0.38829,"Stephens College, Columbia, MO",38.9505943,-92.3229551,Critical,0,741,29
179867,Washington University in St Louis,Saint Louis,MO,Not applicable,0.9455,0.9521999999999999,0.506,0.77091,"Washington University in St Louis, Saint Louis, MO",38.64724015,-90.30840171586841,Elite,7,31,29
179894,Webster University,Saint Louis,MO,Not applicable,0.3886,0.4017,0.4892,0.43149,"Webster University, Saint Louis, MO",38.62831,-90.19291581871602,Vulnerable,2,529,29
179955,William Jewell College,Liberty,MO,Not applicable,0.31739999999999996,0.397,0.4928,0.40352,"William Jewell College, Liberty, MO",39.2513794,-94.41122222903627,At-Risk,1,661,29
180054,Blackfeet Community College,Browning,MT,Not applicable,0.24350000000000002,0.37450000000000006,0.508,0.37555,"Blackfeet Community College, Browning, MT",48.5523,-113.0087867459745,Critical,0,789,3
182634,Colby-Sawyer College,New London,NH,Not applicable,0.2733,0.39740000000000003,0.5096,0.39269,"Colby-Sawyer College, New London, NH",43.4141177,-71.97532444047863,At-Risk,1,723,7
182670,Dartmouth College,Hanover,NH,Not applicable,0.6606000000000001,0.6495000000000001,0.2673,0.50094,"Dartmouth College, Hanover, NH",43.7033798,-72.28860224553567,Healthy,5,261,7
182795,Franklin Pierce University,Rindge,NH,Not applicable,0.268,0.4424,0.4876,0.39075000000000004,"Franklin Pierce University, Rindge, NH",42.7793366,-72.0558917,At-Risk,1,730,7
183026,Southern New Hampshire University,Manchester,NH,Not applicable,0.9987,0.9987,0.49200000000000005,0.7958700000000001,"Southern New Hampshire University, Manchester, NH",43.0374605,-71.44783921922284,Elite,7,13,7
184603,Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,Not applicable,0.6263000000000001,0.5036,0.484,0.54482,"Fairleigh Dickinson University-Metropolitan Campus, Teaneck, NJ",40.89807275,-74.0307211402726,Strong,6,176,15
185572,Monmouth University,West Long Branch,NJ,Not applicable,0.7598999999999999,0.575,0.5104,0.62308,"Monmouth University, West Long Branch, NJ",40.27941055,-74.00680219986127,Elite,7,104,15
186283,Rider University,Lawrenceville,NJ,Not applicable,0.6406000000000001,0.5271,0.4793,0.55335,"Rider University, Lawrenceville, NJ",,,Strong,6,163,15
186867,Stevens Institute of Technology,Hoboken,NJ,Not applicable,0.8588,0.7852,0.4936,0.6979099999999999,"Stevens Institute of Technology, Hoboken, NJ",40.7448096,-74.0252392276461,Elite,7,73,15
188340,Vaughn College of Aeronautics and Technology,Flushing,NY,Not applicable,0.2943,0.4118,0.4832,0.39338999999999996,"Vaughn College of Aeronautics and Technology, Flushing, NY",,,At-Risk,1,719,75
188429,Adelphi University,Garden City,NY,Not applicable,0.7916,0.6855,0.49079999999999996,0.64999,"Adelphi University, Garden City, NY",40.7197638,-73.65197185396391,Elite,7,91,75
188526,Albany College of Pharmacy and Health Sciences,Albany,NY,Not applicable,0.2736,0.4102,0.488,0.38671999999999995,"Albany College of Pharmacy and Health Sciences, Albany, NY",42.64943435,-73.77661197493438,Critical,0,744,75
189097,Barnard College,New York,NY,Not applicable,0.5679,0.4813,0.4964,0.52198,"Barnard College, New York, NY",40.8094864,-73.96355097608796,Healthy,5,219,75
189413,Boricua College,New York,NY,Not applicable,0.25079999999999997,0.39280000000000004,0.5108,0.38325000000000004,"Boricua College, New York, NY",40.7013535,-73.942403,Critical,0,755,75
190044,Clarkson University,Potsdam,NY,Not applicable,0.4507,0.5335,0.4968,0.4857,"Clarkson University, Potsdam, NY",44.65958875,-75.00623974830918,Healthy,5,295,75
190099,Colgate University,Hamilton,NY,Not applicable,0.6037,0.4789,0.5203,0.54538,"Colgate University, Hamilton, NY",42.8154037,-75.53958155911818,Strong,6,175,75
190114,Metropolitan College of New York,New York,NY,Not applicable,0.2457,0.39899999999999997,0.4412,0.35459,"Metropolitan College of New York, New York, NY",40.8152756,-73.9153259,Critical,0,833,75
190150,Columbia University in the City of New York,New York,NY,Not applicable,0.8626,0.9987,0.5084000000000001,0.7480100000000001,"Columbia University in the City of New York, New York, NY",40.80775585,-73.96161411567529,Elite,7,41,75
190372,The Cooper Union for the Advancement of Science and Art,New York,NY,Not applicable,0.31379999999999997,0.4067,0.5323,0.41983,"The Cooper Union for the Advancement of Science and Art, New York, NY",,,Vulnerable,2,587,75
190415,Cornell University,Ithaca,NY,Not applicable,0.9987,0.9962000000000001,0.5052,0.80065,"Cornell University, Ithaca, NY",42.4529076,-76.48008423030923,Elite,7,8,75
190725,Daemen University,Amherst,NY,Not applicable,0.38670000000000004,0.49520000000000003,0.488,0.44893,"Daemen University, Amherst, NY",,,Stable,3,435,75
190983,Elmira College,Elmira,NY,Not applicable,0.2847,0.3821,0.5299,0.40231,"Elmira College, Elmira, NY",42.0944203,-76.81553824542168,At-Risk,1,667,75
191533,Hartwick College,Oneonta,NY,Not applicable,0.3737,0.3982,0.4832,0.42243,"Hartwick College, Oneonta, NY",42.45997815,-75.07146882680061,Vulnerable,2,577,75
191649,Hofstra University,Hempstead,NY,Not applicable,0.8967,0.7602,0.49920000000000003,0.7103100000000001,"Hofstra University, Hempstead, NY",40.71690825,-73.60002245039347,Elite,7,66,75
191968,Ithaca College,Ithaca,NY,Not applicable,0.6251,0.5611999999999999,0.5132,0.5675399999999999,"Ithaca College, Ithaca, NY",42.41970354999999,-76.49833484728887,Strong,6,153,75
192110,The Juilliard School,New York,NY,Not applicable,0.266,0.41609999999999997,0.575,0.41968000000000005,"The Juilliard School, New York, NY",40.7738393,-73.9831016,Vulnerable,2,588,75
192448,Long Island University,Brookville,NY,Not applicable,0.6584,0.8884000000000001,0.5108,0.64527,"Long Island University, Brookville, NY",40.820249,-73.59671333637571,Elite,7,95,75
192712,Manhattan School of Music,New York,NY,Not applicable,0.30010000000000003,0.42700000000000005,0.5152,0.41156,"Manhattan School of Music, New York, NY",40.8125642,-73.96129536937597,Vulnerable,2,629,75
193654,The New School,New York,NY,Not applicable,0.8034,0.7353000000000001,0.4868,0.66306,"The New School, New York, NY",40.73547915,-73.9970708835668,Elite,7,86,75
193900,New York University,New York,NY,Not applicable,0.9987,0.9987,0.486,0.7934699999999999,"New York University, New York, NY",40.7292053,-73.99501481290962,Elite,7,16,75
194091,New York Institute of Technology,Old Westbury,NY,Not applicable,0.5913,0.5867,0.4936,0.55127,"New York Institute of Technology, Old Westbury, NY",40.80795904999999,-73.60628896763087,Strong,6,164,75
194116,New York School of Interior Design,New York,NY,Not applicable,0.2502,0.4032,0.5179,0.38793,"New York School of Interior Design, New York, NY",40.76854419999999,-73.96247825598766,Critical,0,742,75
194310,Pace University,New York,NY,Not applicable,0.9468000000000001,0.8320000000000001,0.486,0.7394,"Pace University, New York, NY",40.7111164,-74.00480443918846,Elite,7,48,75
194392,Paul Smiths College of Arts and Science,Paul Smiths,NY,Not applicable,0.2908,0.39740000000000003,0.49920000000000003,0.39552,"Paul Smiths College of Arts and Science, Paul Smiths, NY",,,At-Risk,1,711,75
194578,Pratt Institute-Main,Brooklyn,NY,Not applicable,0.6395000000000001,0.5632,0.5088,0.57194,"Pratt Institute-Main, Brooklyn, NY",,,Strong,6,147,75
194824,Rensselaer Polytechnic Institute,Troy,NY,Not applicable,0.8812000000000001,0.6837000000000001,0.4964,0.6877,"Rensselaer Polytechnic Institute, Troy, NY",42.7298969,-73.67966781998861,Elite,7,78,75
195003,Rochester Institute of Technology,Rochester,NY,Not applicable,0.9987,0.7618,0.5,0.7517400000000001,"Rochester Institute of Technology, Rochester, NY",43.0826701,-77.67293215211362,Elite,7,40,75
195030,University of Rochester,Rochester,NY,Not applicable,0.8784000000000001,0.8342,0.4892,0.7137699999999999,"University of Rochester, Rochester, NY",43.129864,-77.62878399245412,Elite,7,63,75
195128,Russell Sage College,Troy,NY,Not applicable,0.3068,0.45539999999999997,0.5008,0.41415,"Russell Sage College, Troy, NY",42.7280214,-73.6935695,Vulnerable,2,616,75
195304,Sarah Lawrence College,Bronxville,NY,Not applicable,0.40630000000000005,0.4278,0.4924,0.44506,"Sarah Lawrence College, Bronxville, NY",,,Stable,3,453,75
195526,Skidmore College,Saratoga Springs,NY,Not applicable,0.5765,0.45659999999999995,0.5108,0.52624,"Skidmore College, Saratoga Springs, NY",43.09871785354964,-73.78422856497147,Strong,6,202,75
197045,Utica University,Utica,NY,Not applicable,0.4353,0.5339,0.4813,0.47341,"Utica University, Utica, NY",43.09724785,-75.27048436278756,Secure,4,336,75
197133,Vassar College,Poughkeepsie,NY,Not applicable,0.5442,0.46140000000000003,0.5191,0.51761,"Vassar College, Poughkeepsie, NY",41.686786,-73.8956971,Healthy,5,227,75
197221,Webb Institute,Glen Cove,NY,Not applicable,0.2486,0.38670000000000004,0.5303,0.38896000000000003,"Webb Institute, Glen Cove, NY",40.8844868,-73.64476966947441,Critical,0,739,75
198516,Elon University,Elon,NC,Not applicable,0.9940000000000001,0.616,0.502,0.72153,"Elon University, Elon, NC",36.1063398,-79.50273682932499,Elite,7,58,35
199607,Salem College,Winston-Salem,NC,Not applicable,0.2932,0.389,0.539,0.41073,"Salem College, Winston-Salem, NC",36.0861216,-80.23981471121351,Vulnerable,2,631,35
200527,Turtle Mountain Community College,Belcourt,ND,Not applicable,0.2716,0.3951,0.5843,0.42145000000000005,"Turtle Mountain Community College, Belcourt, ND",,,Vulnerable,2,581,4
201061,Art Academy of Cincinnati,Cincinnati,OH,Not applicable,0.2696,0.379,0.4836,0.37712,"Art Academy of Cincinnati, Cincinnati, OH",39.10884489999999,-84.51386678960034,Critical,0,779,46
201645,Case Western Reserve University,Cleveland,OH,Not applicable,0.91,0.8146,0.504,0.72842,"Case Western Reserve University, Cleveland, OH",41.50138695,-81.60070216600491,Elite,7,54,46
202046,Cleveland Institute of Art,Cleveland,OH,Not applicable,0.2779,0.397,0.4996,0.39043999999999995,"Cleveland Institute of Art, Cleveland, OH",41.5105999,-81.60241351457773,At-Risk,1,733,46
202073,Cleveland Institute of Music,Cleveland,OH,Not applicable,0.24760000000000001,0.3924,0.5104,0.38173,"Cleveland Institute of Music, Cleveland, OH",41.51246555,-81.6088220252853,Critical,0,760,46
202170,Columbus College of Art & Design,Columbus,OH,Not applicable,0.2915,0.4036,0.4546,0.37918999999999997,"Columbus College of Art & Design, Columbus, OH",39.9650847,-82.99043195655817,Critical,0,772,46
202523,Denison University,Granville,OH,Not applicable,0.5271,0.45030000000000003,0.6509999999999999,0.56135,"Denison University, Granville, OH",40.07300505,-82.52248588003852,Strong,6,156,46
202806,Franklin University,Columbus,OH,Not applicable,0.2457,0.6514,0.49520000000000003,0.42662999999999995,"Franklin University, Columbus, OH",39.95764844999999,-82.99093046593417,Vulnerable,2,557,46
203580,Lake Erie College,Painesville,OH,Not applicable,0.3103,0.3982,0.4825,0.39679000000000003,"Lake Erie College, Painesville, OH",41.7169934,-81.25184131797042,At-Risk,1,705,46
203845,Marietta College,Marietta,OH,Not applicable,0.35609999999999997,0.4129,0.4964,0.42361,"Marietta College, Marietta, OH",39.41609505,-81.4484225136152,Vulnerable,2,573,46
204486,University of Northwestern Ohio,Lima,OH,Not applicable,0.5832,0.4507,0.5219,0.53219,"University of Northwestern Ohio, Lima, OH",40.7617103,-84.16055032215593,Strong,6,192,46
205203,University of Rio Grande,Rio Grande,OH,Not applicable,0.2847,0.42229999999999995,0.21359999999999998,0.28373000000000004,"University of Rio Grande, Rio Grande, OH",38.8788275,-82.376029230075,Critical,0,841,46
206048,Tiffin University,Tiffin,OH,Not applicable,0.4424,0.44789999999999996,0.49,0.46255,"Tiffin University, Tiffin, OH",41.11911195,-83.18558345227916,Secure,4,378,46
209056,Lewis & Clark College,Portland,OR,Not applicable,0.5843,0.4892,0.4972,0.53043,"Lewis & Clark College, Portland, OR",45.44850495,-122.6700383929096,Strong,6,195,11
209922,Reed College,Portland,OR,Not applicable,0.4507,0.41960000000000003,0.5263,0.47475,"Reed College, Portland, OR",45.48149925,-122.6310136075346,Secure,4,331,11
211440,Carnegie Mellon University,Pittsburgh,PA,Not applicable,0.9097,0.9458,0.5128,0.75803,"Carnegie Mellon University, Pittsburgh, PA",40.4441897,-79.94271918393466,Elite,7,37,51
211468,Cedar Crest College,Allentown,PA,Not applicable,0.2673,0.4349,0.4984,0.3933,"Cedar Crest College, Allentown, PA",40.5870414,-75.5196287,At-Risk,1,721,51
211981,Delaware Valley University,Doylestown,PA,Not applicable,0.4286,0.4404,0.488,0.45474,"Delaware Valley University, Doylestown, PA",40.29314845,-75.15994121447233,Secure,4,409,51
212054,Drexel University,Philadelphia,PA,Not applicable,0.9865999999999999,0.9543,0.48719999999999997,0.78024,"Drexel University, Philadelphia, PA",39.9569305,-75.18992654517834,Elite,7,24,51
212577,Franklin and Marshall College,Lancaster,PA,Not applicable,0.4301,0.4514,0.5147999999999999,0.46826,"Franklin and Marshall College, Lancaster, PA",,,Secure,4,358,51
213376,Lackawanna College,Scranton,PA,Not applicable,0.37979999999999997,0.4645,0.498,0.44404000000000005,"Lackawanna College, Scranton, PA",41.41176365,-75.65867565883656,Stable,3,459,51
214582,Pennsylvania Institute of Technology,Media,PA,Not applicable,0.2588,0.4079,0.4717,0.37381,"Pennsylvania Institute of Technology, Media, PA",39.9084449,-75.3888041,Critical,0,795,51
214883,Peirce College,Philadelphia,PA,Not applicable,0.23550000000000001,0.4044,0.4852,0.36920000000000003,"Peirce College, Philadelphia, PA",39.9454895,-75.16648247045221,Critical,0,810,51
215053,Pennsylvania College of Art and Design,Lancaster,PA,Not applicable,0.268,0.38630000000000003,0.4888,0.38002,"Pennsylvania College of Art and Design, Lancaster, PA",,,Critical,0,768,51
215442,Point Park University,Pittsburgh,PA,Not applicable,0.41759999999999997,0.5115999999999999,0.5219,0.47813,"Point Park University, Pittsburgh, PA",40.4386483,-80.0017698160382,Secure,4,321,51
215655,Robert Morris University,Moon Township,PA,Not applicable,0.4757,0.5004,0.48479999999999995,0.48428,"Robert Morris University, Moon Township, PA",40.52155855,-80.21157831862749,Healthy,5,299,51
216524,Ursinus College,Collegeville,PA,Not applicable,0.4036,0.4164,0.4996,0.44459000000000004,"Ursinus College, Collegeville, PA",40.1917705,-75.4568484,Stable,3,458,51
217059,York College of Pennsylvania,York,PA,Not applicable,0.5505,0.48719999999999997,0.5128,0.52276,"York College of Pennsylvania, York, PA",39.9474471,-76.72679844421862,Healthy,5,214,51
217156,Brown University,Providence,RI,Not applicable,0.948,0.7787999999999999,0.5291,0.74651,"Brown University, Providence, RI",41.8186395,-71.4088008716793,Elite,7,43,8
217165,Bryant University,Smithfield,RI,Not applicable,0.6925,0.5211,0.4988,0.58072,"Bryant University, Smithfield, RI",41.92209145,-71.53715173504338,Strong,6,138,8
217305,New England Institute of Technology,East Greenwich,RI,Not applicable,0.4689,0.46299999999999997,0.5279,0.49134,"New England Institute of Technology, East Greenwich, RI",41.6602712,-71.50135499179412,Healthy,5,279,8
217493,Rhode Island School of Design,Providence,RI,Not applicable,0.4976,0.47450000000000003,0.4968,0.49266,"Rhode Island School of Design, Providence, RI",41.82710375,-71.40639007145332,Healthy,5,277,8
217518,Roger Williams University,Bristol,RI,Not applicable,0.7273999999999999,0.5303,0.488,0.59219,"Roger Williams University, Bristol, RI",41.65046814999999,-71.26023298522472,Strong,6,129,8
217907,Coker University,Hartsville,SC,Not applicable,0.3099,0.4094,0.5044,0.40764,"Coker University, Hartsville, SC",34.3777406,-80.0674304,At-Risk,1,648,19
217961,Converse University,Spartanburg,SC,Not applicable,0.3749,0.41490000000000005,0.5104,0.43713,"Converse University, Spartanburg, SC",34.95798605,-81.91913306668786,Stable,3,499,19
219949,Cumberland University,Lebanon,TN,Not applicable,0.5906,0.48960000000000004,0.5152,0.54024,"Cumberland University, Lebanon, TN",36.20463525,-86.29971370104121,Strong,6,181,28
220631,Lincoln Memorial University,Harrogate,TN,Not applicable,0.4677,0.5579999999999999,0.51,0.5026700000000001,"Lincoln Memorial University, Harrogate, TN",36.5718381,-83.66162404836976,Healthy,5,259,28
221999,Vanderbilt University,Nashville,TN,Not applicable,0.9470999999999999,0.9526,0.5279,0.78039,"Vanderbilt University, Nashville, TN",36.14380105,-86.80281889095295,Elite,7,23,28
227757,Rice University,Houston,TX,Not applicable,0.9858,0.855,0.5323,0.77813,"Rice University, Houston, TX",29.71679145,-95.40478113393792,Elite,7,26,31
230807,Westminster University,Salt Lake City,UT,Not applicable,0.3145,0.41609999999999997,0.5152,0.41514,"Westminster University, Salt Lake City, UT",40.7312521,-111.855563602987,Vulnerable,2,612,2
230852,Champlain College,Burlington,VT,Not applicable,0.40049999999999997,0.5714,0.4876,0.46951,"Champlain College, Burlington, VT",44.4739064,-73.20327154657234,Secure,4,352,7
230959,Middlebury College,Middlebury,VT,Not applicable,0.4673,0.4781,0.5171,0.48939,"Middlebury College, Middlebury, VT",44.00366955,-73.17295278964315,Healthy,5,283,7
230995,Norwich University,Northfield,VT,Not applicable,0.3256,0.5147999999999999,0.5675,0.46023000000000003,"Norwich University, Northfield, VT",44.13917905,-72.66126954642372,Secure,4,387,7
232308,Hollins University,Roanoke,VA,Not applicable,0.37070000000000003,0.40399999999999997,0.5968,0.46786,"Hollins University, Roanoke, VA",37.3573684,-79.94365952263512,Secure,4,362,22
233374,University of Richmond,University of Richmond,VA,Not applicable,0.7676000000000001,0.5092,0.5501,0.62891,"University of Richmond, University of Richmond, VA",,,Elite,7,102,22
234207,Washington and Lee University,Lexington,VA,Not applicable,0.5588000000000001,0.455,0.5462,0.53302,"Washington and Lee University, Lexington, VA",37.7869705,-79.4413852,Strong,6,189,22
235024,Cornish College of the Arts,Seattle,WA,Not applicable,0.42700000000000005,0.3821,0.5036,0.44869,"Cornish College of the Arts, Seattle, WA",47.61680045,-122.33586595,Stable,3,436,12
235422,Heritage University,Toppenish,WA,Not applicable,0.3224,0.40590000000000004,0.5474,0.42915,"Heritage University, Toppenish, WA",46.37415319999999,-120.3942754804292,Vulnerable,2,540,12
237057,Whitman College,Walla Walla,WA,Not applicable,0.5355,0.42579999999999996,0.5374,0.51434,"Whitman College, Walla Walla, WA",46.0705665,-118.3303177501461,Healthy,5,235,12
237312,University of Charleston,Charleston,WV,Not applicable,0.2796,0.5509000000000001,0.5132,0.42732,"University of Charleston, Charleston, WV",38.33293915,-81.61688525414507,Vulnerable,2,554,6
238324,Bellin College,Green Bay,WI,Not applicable,0.2759,0.4048,0.496,0.38976,"Bellin College, Green Bay, WI",44.46900025,-87.92160775298771,At-Risk,1,735,18
238333,Beloit College,Beloit,WI,Not applicable,0.3639,0.4025,0.5015999999999999,0.42673,"Beloit College, Beloit, WI",42.5009819,-89.0157777411969,Vulnerable,2,556,18
239017,Lawrence University,Appleton,WI,Not applicable,0.4428,0.4192,0.5179,0.46814999999999996,"Lawrence University, Appleton, WI",44.2607247,-88.39889100394868,Secure,4,361,18
239309,Milwaukee Institute of Art & Design,Milwaukee,WI,Not applicable,0.3464,0.40590000000000004,0.5024000000000001,0.42073,"Milwaukee Institute of Art & Design, Milwaukee, WI",43.03129575,-87.90830599188746,Vulnerable,2,586,18
239318,Milwaukee School of Engineering,Milwaukee,WI,Not applicable,0.7593000000000001,0.4657,0.5084000000000001,0.6002000000000001,"Milwaukee School of Engineering, Milwaukee, WI",43.04576595,-87.9079361465609,Strong,6,122,18
239628,Ripon College,Ripon,WI,Not applicable,0.34049999999999997,0.389,0.4219,0.38277,"Ripon College, Ripon, WI",43.84102355,-88.85393861210508,Critical,0,757,18
243823,Parker University,Dallas,TX,Not applicable,0.26890000000000003,0.4681,0.5307,0.41350000000000003,"Parker University, Dallas, TX",32.8796947,-96.89320493303731,Vulnerable,2,618,31
367884,Hodges University,Fort Myers,FL,Not applicable,0.233,0.3688,0.47130000000000005,0.35552,"Hodges University, Fort Myers, FL",26.61136205,-81.8217407969598,Critical,0,831,30
413617,College of Menominee Nation,Keshena,WI,Not applicable,0.2351,0.3775,0.49119999999999997,0.36607,"College of Menominee Nation, Keshena, WI",44.85554755,-88.6245843192466,Critical,0,816,18
441982,Franklin W Olin College of Engineering,Needham,MA,Not applicable,0.2759,0.3936,0.516,0.39553,"Franklin W Olin College of Engineering, Needham, MA",42.2900134,-71.26080120734075,At-Risk,1,710,51
459851,Herzing University-Brookfield,Brookfield,WI,Not applicable,0.2562,0.4056,0.486,0.37804000000000004,"Herzing University-Brookfield, Brookfield, WI",43.0356884,-88.111052,Critical,0,775,18
461795,North American University,Stafford,TX,Not applicable,0.48840000000000006,0.40869999999999995,0.4864,0.47168,"North American University, Stafford, TX",,,Secure,4,344,31
480985,Midwives College of Utah,Salt Lake City,UT,Not applicable,0.2389,0.359,0.49079999999999996,0.36373,"Midwives College of Utah, Salt Lake City, UT",,,Critical,0,822,2
148876,St. Augustine College,Chicago,IL,Other,0.2546,0.3951,0.4964,0.37945999999999996,"St. Augustine College, Chicago, IL",41.97235065,-87.66336450066497,Critical,0,770,42
153366,Graceland University-Lamoni,Lamoni,IA,Other,0.3285,0.41450000000000004,0.5047999999999999,0.41625999999999996,"Graceland University-Lamoni, Lamoni, IA",40.61690775,-93.9255655729911,Vulnerable,2,604,25
154749,Bethel College-North Newton,North Newton,KS,Other,0.2963,0.38549999999999995,0.9987,0.59529,"Bethel College-North Newton, North Newton, KS",38.0761894,-97.34339387481224,Strong,6,126,17
210492,Bryn Athyn College of the New Church,Bryn Athyn,PA,Other,0.2608,0.3832,0.5851,0.41507,"Bryn Athyn College of the New Church, Bryn Athyn, PA",40.13487835,-75.06013469538682,Vulnerable,2,613,51
247649,Landmark College,Putney,VT,Other,0.26239999999999997,0.39280000000000004,0.4968,0.38228,"Landmark College, Putney, VT",42.97580925,-72.51098429479487,Critical,0,758,7
399911,Soka University of America,Aliso Viejo,CA,Other,0.3188,0.3947,0.9983,0.60597,"Soka University of America, Aliso Viejo, CA",33.55467520000001,-117.7347404585082,Strong,6,118,30
449870,University of the West,Rosemead,CA,Other,0.23920000000000002,0.37829999999999997,0.4916,0.36802999999999997,"University of the West, Rosemead, CA",34.04497585,-118.0830001950614,Critical,0,813,30
137564,Southeastern University,Lakeland,FL,Pentecostal,0.7304,0.6509999999999999,0.4836,0.61574,"Southeastern University, Lakeland, FL",28.03048365,-81.91800905687728,Strong,6,111,30
139630,Emmanuel University,Franklin Springs,GA,Pentecostal,0.3605,0.3909,0.4924,0.41936999999999997,"Emmanuel University, Franklin Springs, GA",,,Vulnerable,2,592,26
174437,North Central University,Minneapolis,MN,Pentecostal,0.36840000000000006,0.4083,0.4968,0.42777,"North Central University, Minneapolis, MN",44.9688959,-93.2618548027095,Vulnerable,2,549,23
177339,Evangel University,Springfield,MO,Pentecostal,0.349,0.4439,0.4976,0.42745,"Evangel University, Springfield, MO",37.22175245,-93.26497163536374,Vulnerable,2,553,29
200484,Trinity Bible College and Graduate School,Ellendale,ND,Pentecostal,0.2486,0.38439999999999996,0.49,0.37237000000000003,"Trinity Bible College and Graduate School, Ellendale, ND",,,Critical,0,800,4
217606,Northpoint Bible College,Haverhill,MA,Pentecostal,0.2284,0.37829999999999997,0.46259999999999996,0.3521,"Northpoint Bible College, Haverhill, MA",42.7634537,-71.0790020909418,Critical,0,836,51
236133,Northwest University,Kirkland,WA,Pentecostal,0.3015,0.42979999999999996,0.4829,0.39975,"Northwest University, Kirkland, WA",47.65775615,-122.1917099298653,At-Risk,1,690,12
102270,Stillman College,Tuscaloosa,AL,Presbyterian,0.33509999999999995,0.3836,0.5219,0.41957,"Stillman College, Tuscaloosa, AL",33.19784735,-87.58572785618387,Vulnerable,2,590,11
106342,Lyon College,Batesville,AR,Presbyterian,0.3068,0.3897,0.4888,0.39622,"Lyon College, Batesville, AR",35.7764261,-91.62423939520048,At-Risk,1,706,7
107558,University of the Ozarks,Clarksville,AR,Presbyterian,0.3085,0.3986,0.5112,0.40764,"University of the Ozarks, Clarksville, AR",35.47863885,-93.46558900601369,At-Risk,1,648,7
120254,Occidental College,Los Angeles,CA,Presbyterian,0.5315,0.4412,0.5318999999999999,0.51362,"Occidental College, Los Angeles, CA",34.12719495,-118.209920299892,Healthy,5,238,30
133492,Eckerd College,Saint Petersburg,FL,Presbyterian,0.6244,0.43090000000000006,0.502,0.53674,"Eckerd College, Saint Petersburg, FL",27.71426575,-82.68554318351735,Strong,6,184,30
138600,Agnes Scott College,Decatur,GA,Presbyterian,0.4558,0.41490000000000005,0.5096,0.46915999999999997,"Agnes Scott College, Decatur, GA",33.7688851,-84.2944452,Secure,4,355,26
139393,Covenant College,Lookout Mountain,GA,Presbyterian,0.4357,0.40130000000000005,0.5569,0.47734000000000004,"Covenant College, Lookout Mountain, GA",,,Secure,4,323,26
142294,The College of Idaho,Caldwell,ID,Presbyterian,0.4586,0.4094,0.5255,0.47555,"The College of Idaho, Caldwell, ID",,,Secure,4,329,4
143288,Blackburn College,Carlinville,IL,Presbyterian,0.267,0.3821,0.5132,0.38854999999999995,"Blackburn College, Carlinville, IL",39.28959765,-89.871577121424,Critical,0,740,42
145691,Illinois College,Jacksonville,IL,Presbyterian,0.3924,0.41609999999999997,0.5088,0.44372999999999996,"Illinois College, Jacksonville, IL",39.7291655,-90.24647315398731,Stable,3,462,42
146427,Knox College,Galesburg,IL,Presbyterian,0.3358,0.4075,0.4996,0.41569,"Knox College, Galesburg, IL",40.9419283,-90.3722582708558,Vulnerable,2,608,42
146481,Lake Forest College,Lake Forest,IL,Presbyterian,0.4932,0.4282,0.49479999999999996,0.48085,"Lake Forest College, Lake Forest, IL",42.24761745,-87.8294820650179,Healthy,5,315,42
147244,Millikin University,Decatur,IL,Presbyterian,0.342,0.4321,0.5108,0.42757,"Millikin University, Decatur, IL",39.842988,-88.974262809366,Vulnerable,2,551,42
147341,Monmouth College,Monmouth,IL,Presbyterian,0.3289,0.3901,0.5287,0.42111,"Monmouth College, Monmouth, IL",40.9144918,-90.63839026946083,Vulnerable,2,584,42
150756,Hanover College,Hanover,IN,Presbyterian,0.40130000000000005,0.41100000000000003,0.5191,0.45039,"Hanover College, Hanover, IN",38.71651765,-85.46164277066788,Stable,3,428,23
153001,Buena Vista University,Storm Lake,IA,Presbyterian,0.3431,0.44630000000000003,0.5144,0.43229,"Buena Vista University, Storm Lake, IA",42.6405657,-95.20969795805097,Stable,3,525,25
153144,Coe College,Cedar Rapids,IA,Presbyterian,0.38939999999999997,0.4114,0.502,0.43887,"Coe College, Cedar Rapids, IA",41.99059715,-91.65696644701376,Stable,3,491,25
